Channel,Group,Source,Link
江西少儿,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225577/index.m3u8?fmt=ts2hls
江西少儿HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226194/index.m3u8?fmt=ts2hls
江西陶瓷,difang,江苏移动[CDN],http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227768/index.m3u8
江西新闻,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225576/index.m3u8?fmt=ts2hls
江西新闻HD,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225615/index.m3u8?fmt=ts2hls
江西影视旅游,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225579/index.m3u8?fmt=ts2hls
揭阳综合,difang,官方,http://dslive.grtn.cn/jyzh/sd/live.m3u8
金乡新闻,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001034/index.m3u8
金乡新闻,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001034/index.m3u8
晋江侨乡,difang,官方,http://stream.jinjiang.tv/1/sd/live.m3u8
泾源,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900264.m3u8
靖江新闻综合,difang,官方,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
靖江新闻綜合HD,difang,官方,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
静宁综合,difang,甘肃移动,http://117.156.28.119/270000001111/1110000147/index.m3u8
九江公共,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225775/index.m3u8
九江新闻综合,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225774/index.m3u8
酒泉公共,difang,甘肃移动,http://117.156.28.119/270000001111/1110000002/index.m3u8
酒泉新闻综合,difang,甘肃移动,http://117.156.28.119/270000001111/1110000001/index.m3u8
莒县1,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001014/index.m3u8
莒县1,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001014/index.m3u8
巨野新闻HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/juye_tv01.m3u8
巨野新闻HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001046/index.m3u8
巨野新闻HD,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001046/index.m3u8
聚鲨国际,difang,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226458/index.m3u8
聚鲨环球精选,difang,北京移动[CDN],http://otttv.bj.chinamobile.com/TVOD/88888888/224/3221226345/1.m3u8
聚鲨环球精选,difang,江苏移动[CDN],http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227529/index.m3u8
聚鲨环球精选,difang,江西移动[CDN],http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225972/index.m3u8
聚鲨环球精选,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000706/index.m3u8
聚鲨环球精选,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000706/index.m3u8
聚鲨环球精选,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000706/index.m3u8
聚鲨环球精选,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000706/index.m3u8
聚鲨环球精选,difang,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226207/index.m3u8
聚鲨环球精选,difang,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226459/index.m3u8
聚鲨环球精选,difang,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226461/index.m3u8
聚鲨环球精选HD,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900205.m3u8
鄄城综合,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/juancheng_tv01.m3u8
鄄城综艺,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/juancheng_tv02.m3u8
开州综合频道,difang,官方,http://kaixianlive.cbg.cn:10345/1.m3u8
凯里HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226094/1/index.m3u8?fmt=ts2hls
凯里HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226062/1/index.m3u8?fmt=ts2hls
奎文,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/kuiwen_tv01.m3u8
奎文,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001027/index.m3u8
奎文,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001027/index.m3u8
莱西综合HD,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001067/index.m3u8
莱西综合HD,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001067/index.m3u8
莱阳民生综艺,difang,齐鲁网,https://jsylivealone302.iqilu.com/laiyang/laiyang_tv02.m3u8
莱阳新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/laiyang/laiyang_tv01.m3u8
莱州HD,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/laizhou_tv01.m3u8
莱州商务HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/laizhou_tv02.m3u8
兰考HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
兰陵公共,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/lanling_tv01.m3u8
兰陵综合,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001032/index.m3u8
兰陵综合,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001032/index.m3u8
兰山,difang,齐鲁网,https://jsylivealone302.iqilu.com/lanshan/lanshan_tv01.m3u8
岚山HD,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001044/index.m3u8
岚山HD,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001044/index.m3u8
乐陵城市生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/laoling/laoling_tv02.m3u8
乐陵新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/laoling/laoling_tv01.m3u8
雷山综合HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225998/1/index.m3u8?fmt=ts2hls
雷山综合HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226130/1/index.m3u8?fmt=ts2hls
利川公共频道,difang,官方,http://lichuan.live.tempsource.cjyun.org/videotmp/s10093-lcgg.m3u8
连云港公共,difang,江苏移动[CDN],http://223.110.243.145/ott.js.chinamobile.com/PLTV/3/224/3221227819/index.m3u8
连云港新闻综合,difang,江苏移动[CDN],http://183.207.248.175/ott.js.chinamobile.com/PLTV/3/224/3221227758/index.m3u8
梁平综合频道,difang,官方,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/playlist.m3u8
梁山新闻综合HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001075/index.m3u8
辽宁北方,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls55.m3u8
辽宁都市,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls88.m3u8
辽宁教育青少,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls99.m3u8
辽宁生活,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls96.m3u8
辽宁体育,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls3.m3u8
辽宁宜佳购物,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls21.m3u8
辽宁影视剧,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/hls97.m3u8
聊城公共,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000251/index.m3u8
聊城公共,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000251/index.m3u8
聊城综合,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000250/index.m3u8
聊城综合,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000250/index.m3u8
临清经济信息,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linqing_tv02.m3u8
临朐经济生活,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linqu_tv02.m3u8
临朐新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linqu_tv01.m3u8
临沭1HD,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/linshu_tv01.m3u8
临沭2HD,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/linshu_tv02.m3u8
临沂公共,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000256/index.m3u8
临沂公共,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000256/index.m3u8
临沂农科,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000121/index.m3u8
临沂农科,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000121/index.m3u8
临沂综合HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000120/index.m3u8
临沂综合HD,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00000120/index.m3u8
临淄1,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/linzi_tv01.m3u8
临淄2,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/linzi_tv02.m3u8
灵台新闻综合,difang,甘肃移动,http://117.156.28.119/270000001111/1110000145/index.m3u8
灵武文体,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900233.m3u8
灵武综合,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900232.m3u8
六盘水1,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225772/1/index.m3u8?fmt=ts2hls
龙口生活,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/longkou_tv02.m3u8
龙口综合,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/longkou_tv01.m3u8
隆德,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900235.m3u8
隆化影视频道,difang,官方,http://hblh.chinashadt.com:2036/live/stream:lh2.stream/playlist.m3u8
隆化综合频道,difang,官方,http://hblh.chinashadt.com:2036/live/stream:lh1.stream/playlist.m3u8
娄底综合,difang,官方,http://218.77.102.118:1935/live/zonghe/playlist.m3u8
娄底综合频道,difang,官方,http://218.77.102.118:1935/live/zonghe_iphone/playlist.m3u8
鲁山HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10423-1.m3u8
滦县综合频道,difang,官方,http://hblxx.chinashadt.com:2036/live/stream:lx1.stream/playlist.m3u8
滦县综艺频道,difang,官方,http://hblxx.chinashadt.com:2036/live/stream:lx2.stream/playlist.m3u8
罗山HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11521-1.m3u8
洛阳综合频道,difang,官方,http://live1.lytv.com.cn:1935/live/LYTV1-1/playlist.m3u8
茂名综合,difang,官方,http://dslive.grtn.cn/mmzh/sd/live.m3u8
梅州综合,difang,官方,http://dslive.grtn.cn/mzzh/sd/live.m3u8
蒙阴1,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001031/index.m3u8
蒙阴1,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001031/index.m3u8
蒙阴1HD,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/mengyin_tv01.m3u8
蒙阴2HD,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/mengyin_tv02.m3u8
孟州HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10883-1.m3u8
泌阳HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11726-1.m3u8
渑池HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11221-1.m3u8
岷县电视台,difang,甘肃移动,http://117.156.28.119/270000001111/1110000130/index.m3u8
牟平生活,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001077/index.m3u8
牟平新闻,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001076/index.m3u8
南川旅游经济,difang,官方,http://221.5.213.4:30000/2222.m3u8
南川旅游经济,difang,官方,http://nanchuanlive.cbg.cn:30000/2222.m3u8
南川新闻综合,difang,官方,http://221.5.213.4:30000/1111.m3u8
南川新闻综合,difang,官方,http://nanchuanlive.cbg.cn:30000/1111.m3u8
南京教科,difang,官方,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京教科,difang,江苏移动,http://223.110.245.155/ott.js.chinamobile.com/PLTV/3/224/3221227194/index.m3u8
南京教科,difang,江苏移动[CDN],http://223.110.245.154/ott.js.chinamobile.com/PLTV/3/224/3221227194/index.m3u8
南京少儿,difang,官方,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京少儿,difang,江苏移动[CDN],http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227733/index.m3u8
南京生活,difang,官方,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京生活,difang,江苏移动[CDN],http://223.110.245.140/ott.js.chinamobile.com/PLTV/3/224/3221227786/index.m3u8
南京十八,difang,官方,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京十八,difang,江苏移动[CDN],http://183.207.248.197/ott.js.chinamobile.com/PLTV/3/224/3221227178/index.m3u8
南京新闻综合,difang,官方,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京新闻综合,difang,江苏移动[CDN],http://183.207.249.138/ott.js.chinamobile.com/PLTV/3/224/3221227213/index.m3u8
南京信息,difang,官方,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京信息,difang,江苏移动[CDN],http://223.110.243.146/ott.js.chinamobile.com/PLTV/3/224/3221227730/index.m3u8
南京影视,difang,江苏移动[CDN],http://183.207.248.103/ott.js.chinamobile.com/PLTV/3/224/3221227719/index.m3u8
南京娱乐,difang,官方,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京娱乐,difang,江苏移动[CDN],http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227722/index.m3u8
南乐HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10923-1.m3u8
南阳公共频道,difang,官方,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_295.m3u8
南阳新闻频道,difang,官方,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_142.m3u8
内黄HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10527-1.m3u8
内蒙古,difang,江苏移动,http://223.110.245.139:80/PLTV/4/224/3221225836/index.m3u8
内蒙古经济生活HD,difang,内蒙古电视网官方,http://live5.m2oplus.nmtv.cn/2/playlist.m3u8
内蒙古经济生活HD,difang,内蒙古电视网官方,http://live5.m2oplus.nmtv.cn/2/sd/live.m3u8
内蒙古蒙语文化HD,difang,内蒙古电视网官方,http://live5.m2oplus.nmtv.cn/5/playlist.m3u8
内蒙古蒙语文化HD,difang,内蒙古电视网官方,http://live5.m2oplus.nmtv.cn/5/sd/live.m3u8
内蒙古农牧HD,difang,内蒙古电视网官方,http://live4.m2oplus.nmtv.cn/6/playlist.m3u8
内蒙古农牧HD,difang,内蒙古电视网官方,http://live4.m2oplus.nmtv.cn/6/sd/live.m3u8
内蒙古少儿HD,difang,内蒙古电视网官方,http://live5.m2oplus.nmtv.cn/4/playlist.m3u8
内蒙古少儿HD,difang,内蒙古电视网官方,http://live5.m2oplus.nmtv.cn/4/sd/live.m3u8
内蒙古文体娱乐HD,difang,内蒙古电视网官方,http://live4.m2oplus.nmtv.cn/8/playlist.m3u8
内蒙古文体娱乐HD,difang,内蒙古电视网官方,http://live4.m2oplus.nmtv.cn/8/sd/live.m3u8
内蒙古新闻综合HD,difang,内蒙古电视网官方,http://live.m2oplus.nmtv.cn/7/playlist.m3u8
内蒙古新闻综合HD,difang,内蒙古电视网官方,http://live.m2oplus.nmtv.cn/7/sd/live.m3u8
内蒙古足球HD,difang,河南科技大学[v6],http://hdtv.haust.edu.cn/hls/zqhd.m3u8
宁波文化娱乐,difang,官方,http://live1.cloud.nbtv.cn/live/5864a1066e4d4754a0572768c9080e47?fmt=h264_500k_flv&trs=hls_ts
宁津新闻综合,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/ningjin_tv01.m3u8
宁强1HD,difang,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226390/index.m3u8
宁强2HD,difang,陕西移动[CDN],http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226389/index.m3u8
宁夏导视,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900022.m3u8
宁夏导视,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900252.m3u8
宁夏公共,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900016.m3u8
宁夏教育,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900026.m3u8
宁夏教育HD,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900218.m3u8
宁夏经济,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900018.m3u8
宁夏少儿,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900020.m3u8
宁夏影视,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900019.m3u8
宁阳1,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/ningyang_tv01.m3u8
宁阳1HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001071/index.m3u8
宁阳2,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/ningyang_tv02.m3u8
宁阳2,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001072/index.m3u8
怒江,difang,太阳云视,http://hwapi.yunshicloud.com/s5xpv2/9r4ei4.m3u8
沛县生活HD,difang,江苏移动[CDN],http://223.110.245.160/ott.js.chinamobile.com/PLTV/3/224/3221227611/index.m3u8
沛县新闻综合HD,difang,江苏移动[CDN],http://223.110.245.150/ott.js.chinamobile.com/PLTV/3/224/3221227678/index.m3u8
沛县综艺HD,difang,江苏移动[CDN],http://183.207.248.141/ott.js.chinamobile.com/PLTV/3/224/3221227681/index.m3u8
彭水新闻综合,difang,官方,http://pengshuilive.cbg.cn/pengshui01.m3u8
彭阳综合,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900262.m3u8
蓬安新闻综合,difang,官方,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
蓬莱新闻,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/penglai_tv01.m3u8
蓬莱综合,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/penglai_tv02.m3u8
邳州综合HD,difang,江苏移动[CDN],http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227576/index.m3u8
邳州综艺HD,difang,江苏移动[CDN],http://183.207.248.104/ott.js.chinamobile.com/PLTV/3/224/3221227573/index.m3u8
平度新闻综合,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001054/index.m3u8
平度新闻综合,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001054/index.m3u8
平罗,difang,宁夏广电,http://httpdvb.slave.nx96200.cn:13164/playurl?playtype=live&protocol=hls&accesstoken=R601F51ABU30989182K7769060BI183360DFPBM3222C25V1020DZ9C465W16615682404EF1EB&playtoken=31648YBGNZQKEGQ10&rate=org&programid=4200900265.m3u8
平阴综合,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001050/index.m3u8
平阴综合,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001050/index.m3u8
平舆HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/11723-1.m3u8
平原新闻HD,difang,齐鲁网,http://livealone302.iqilu.com/pingyuan/pingyuan_tv01.m3u8
平原新闻HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001064/index.m3u8
平原新闻HD,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001064/index.m3u8
普洱综合,difang,太阳云视,https://hwapi.yunshicloud.com/701aec/orx377.m3u8
栖霞苹果,difang,齐鲁网,https://jsylivealone302.iqilu.com/live/qixia_tv02.m3u8
栖霞综合,difang,齐鲁网,http://jsylivealone302.iqilu.com/live/qixia_tv01.m3u8
栖霞综合,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00001055/index.m3u8
栖霞综合,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00001055/index.m3u8
齐河新闻,difang,齐鲁网,https://jsylivealone302.iqilu.com/qihe/qihe_tv01.m3u8
齐河新闻HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00001056/index.m3u8
齐河新闻HD,difang,山东移动SNM[东营],http://39.137.76.32:8089/00/SNM/CHANNEL00001056/index.m3u8
齐鲁频道HD,difang,山东移动SNM[CDN],http://ucdn.sd.chinamobile.com:8089/00/SNM/CHANNEL00000313/index.m3u8
淇县HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10622-1.m3u8
杞县HD,difang,河南大象融媒,http://live.dxhmt.cn:9081/tv/10221-1.m3u8
黔东南新闻综合HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226091/1/index.m3u8?fmt=ts2hls
黔东南新闻综合HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226033/1/index.m3u8?fmt=ts2hls
黔西南公共,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226003/1/index.m3u8?fmt=ts2hls
黔西南综合,difang,官方,http://live.qxndt.com/channel2/sd/live.m3u8
黔西南综合,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225995/1/index.m3u8?fmt=ts2hls
黔西新闻HD,difang,贵州移动[CDN],http://cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225693/1/index.m3u8?fmt=ts2hls
青岛1,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000500/index.m3u8
青岛1,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000500/index.m3u8
青岛2,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000501/index.m3u8
青岛2,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000501/index.m3u8
青岛3,difang,山东移动SNM[中兴],http://223.99.189.25:8089/shandong_cabletv.live.zte.com/223.99.253.7:8081/00/SNM/CHANNEL00000502/index.m3u8
青岛3,difang,山东移动SNM[中兴CDN],http://ucdn-zte.sd.chinamobile.com:8089/shandong_cabletv.live.zte.com////CHANNEL00000502/index.m3u8
